ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-2+StopWordRemoval,FNS32541,32541.TXT,0.04369,0.09566,0.05998,3

ROUGE-SU4+StopWordRemoval,FNS32541,32541.TXT,0.10010,0.17102,0.12629,3

ROUGE-L+StopWordRemoval,FNS31333,31333.TXT,0.22716,0.22944,0.22829,3

ROUGE-1+StopWordRemoval,FNS31333,31333.TXT,0.31581,0.24264,0.27443,3

ROUGE-2+StopWordRemoval,FNS31333,31333.TXT,0.15955,0.10705,0.12813,3

ROUGE-SU4+StopWordRemoval,FNS31333,31333.TXT,0.22549,0.13818,0.17135,3

ROUGE-L+StopWordRemoval,FNS32543,32543.TXT,0.27533,0.25985,0.26737,4

ROUGE-1+StopWordRemoval,FNS32543,32543.TXT,0.26205,0.32487,0.29010,4

ROUGE-2+StopWordRemoval,FNS32543,32543.TXT,0.11038,0.10912,0.10974,4

ROUGE-SU4+StopWordRemoval,FNS32543,32543.TXT,0.17559,0.16360,0.16938,4

ROUGE-L+StopWordRemoval,FNS32424,32424.TXT,0.28248,0.19305,0.22936,4

ROUGE-1+StopWordRemoval,FNS32424,32424.TXT,0.41862,0.25228,0.31483,4

ROUGE-2+StopWordRemoval,FNS32424,32424.TXT,0.19847,0.09940,0.13246,4

ROUGE-SU4+StopWordRemoval,FNS32424,32424.TXT,0.27714,0.12286,0.17025,4

ROUGE-L+StopWordRemoval,FNS32545,32545.TXT,0.29308,0.19646,0.23524,4

ROUGE-1+StopWordRemoval,FNS32545,32545.TXT,0.38275,0.17166,0.23702,4

ROUGE-2+StopWordRemoval,FNS32545,32545.TXT,0.15360,0.05777,0.08397,4

ROUGE-SU4+StopWordRemoval,FNS32545,32545.TXT,0.25396,0.08430,0.12658,4

ROUGE-L+StopWordRemoval,FNS31336,31336.TXT,0.30845,0.20599,0.24702,4

ROUGE-1+StopWordRemoval,FNS31336,31336.TXT,0.37922,0.26802,0.31407,4

ROUGE-2+StopWordRemoval,FNS31336,31336.TXT,0.15499,0.08105,0.10644,4

ROUGE-SU4+StopWordRemoval,FNS31336,31336.TXT,0.25821,0.11210,0.15633,4

ROUGE-L+StopWordRemoval,FNS31699,31699.TXT,0.36266,0.13863,0.20058,3

ROUGE-1+StopWordRemoval,FNS31699,31699.TXT,0.38082,0.14884,0.21403,3

ROUGE-2+StopWordRemoval,FNS31699,31699.TXT,0.13888,0.04699,0.07022,3

ROUGE-SU4+StopWordRemoval,FNS31699,31699.TXT,0.18151,0.06001,0.09020,3

ROUGE-L+StopWordRemoval,FNS30920,30920.TXT,0.27348,0.14622,0.19055,3

ROUGE-1+StopWordRemoval,FNS30920,30920.TXT,0.34142,0.21178,0.26141,3

ROUGE-2+StopWordRemoval,FNS30920,30920.TXT,0.12253,0.05960,0.08020,3

ROUGE-SU4+StopWordRemoval,FNS30920,30920.TXT,0.21570,0.09862,0.13535,3

ROUGE-L+StopWordRemoval,FNS32548,32548.TXT,0.25524,0.17715,0.20914,3

ROUGE-1+StopWordRemoval,FNS32548,32548.TXT,0.28821,0.20150,0.23718,3

ROUGE-2+StopWordRemoval,FNS32548,32548.TXT,0.11082,0.06231,0.07977,3

ROUGE-SU4+StopWordRemoval,FNS32548,32548.TXT,0.19014,0.09491,0.12662,3

ROUGE-L+StopWordRemoval,FNS32540,32540.TXT,0.43234,0.21226,0.28473,3

ROUGE-1+StopWordRemoval,FNS32540,32540.TXT,0.49222,0.27370,0.35178,3

ROUGE-2+StopWordRemoval,FNS32540,32540.TXT,0.22137,0.12363,0.15866,3

ROUGE-SU4+StopWordRemoval,FNS32540,32540.TXT,0.27649,0.15307,0.19705,3

ROUGE-L+StopWordRemoval,FNS30800,30800.TXT,0.18431,0.18917,0.18671,3

ROUGE-1+StopWordRemoval,FNS30800,30800.TXT,0.20603,0.22043,0.21298,3

ROUGE-2+StopWordRemoval,FNS30800,30800.TXT,0.06013,0.04318,0.05026,3

ROUGE-SU4+StopWordRemoval,FNS30800,30800.TXT,0.12416,0.09521,0.10777,3

ROUGE-L+StopWordRemoval,FNS30922,30922.TXT,0.24762,0.19058,0.21539,3

ROUGE-1+StopWordRemoval,FNS30922,30922.TXT,0.22651,0.23016,0.22832,3

ROUGE-2+StopWordRemoval,FNS30922,30922.TXT,0.06131,0.05292,0.05681,3

ROUGE-SU4+StopWordRemoval,FNS30922,30922.TXT,0.11968,0.09211,0.10410,3

ROUGE-L+StopWordRemoval,FNS30924,30924.TXT,0.27118,0.17360,0.21168,3

ROUGE-1+StopWordRemoval,FNS30924,30924.TXT,0.27594,0.17046,0.21074,3

ROUGE-2+StopWordRemoval,FNS30924,30924.TXT,0.04447,0.03329,0.03807,3

ROUGE-SU4+StopWordRemoval,FNS30924,30924.TXT,0.09483,0.06359,0.07613,3

ROUGE-L+StopWordRemoval,FNS30927,30927.TXT,0.24281,0.19701,0.21752,3

ROUGE-1+StopWordRemoval,FNS30927,30927.TXT,0.30063,0.22722,0.25882,3

ROUGE-2+StopWordRemoval,FNS30927,30927.TXT,0.10555,0.06829,0.08293,3

ROUGE-SU4+StopWordRemoval,FNS30927,30927.TXT,0.20053,0.10241,0.13558,3

ROUGE-L+StopWordRemoval,FNS30808,30808.TXT,0.33433,0.22121,0.26625,6

ROUGE-1+StopWordRemoval,FNS30808,30808.TXT,0.31547,0.28050,0.29696,6

ROUGE-2+StopWordRemoval,FNS30808,30808.TXT,0.11807,0.08915,0.10159,6

ROUGE-SU4+StopWordRemoval,FNS30808,30808.TXT,0.17499,0.12896,0.14849,6

ROUGE-L+StopWordRemoval,FNS31540,31540.TXT,0.25193,0.21564,0.23238,3

ROUGE-1+StopWordRemoval,FNS31540,31540.TXT,0.27840,0.22621,0.24960,3

ROUGE-2+StopWordRemoval,FNS31540,31540.TXT,0.07569,0.05740,0.06529,3

ROUGE-SU4+StopWordRemoval,FNS31540,31540.TXT,0.13419,0.10068,0.11505,3

ROUGE-L+StopWordRemoval,FNS31661,31661.TXT,0.24993,0.22036,0.23422,3

ROUGE-1+StopWordRemoval,FNS31661,31661.TXT,0.21434,0.22135,0.21779,3

ROUGE-2+StopWordRemoval,FNS31661,31661.TXT,0.05143,0.04294,0.04680,3

ROUGE-SU4+StopWordRemoval,FNS31661,31661.TXT,0.12199,0.09019,0.10371,3

ROUGE-L+StopWordRemoval,FNS31784,31784.TXT,0.29044,0.20985,0.24366,3

ROUGE-1+StopWordRemoval,FNS31784,31784.TXT,0.34800,0.25914,0.29707,3

ROUGE-2+StopWordRemoval,FNS31784,31784.TXT,0.13868,0.10637,0.12040,3

ROUGE-SU4+StopWordRemoval,FNS31784,31784.TXT,0.21756,0.14812,0.17625,3

ROUGE-L+StopWordRemoval,FNS31664,31664.TXT,0.28942,0.35103,0.31726,3

ROUGE-1+StopWordRemoval,FNS31664,31664.TXT,0.29007,0.44663,0.35172,3

ROUGE-2+StopWordRemoval,FNS31664,31664.TXT,0.13416,0.19689,0.15958,3

ROUGE-SU4+StopWordRemoval,FNS31664,31664.TXT,0.16875,0.24952,0.20134,3

ROUGE-L+StopWordRemoval,FNS32874,32874.TXT,0.26441,0.14730,0.18920,4

ROUGE-1+StopWordRemoval,FNS32874,32874.TXT,0.28197,0.17805,0.21827,4

ROUGE-2+StopWordRemoval,FNS32874,32874.TXT,0.06426,0.03464,0.04501,4

ROUGE-SU4+StopWordRemoval,FNS32874,32874.TXT,0.15315,0.07461,0.10034,4

ROUGE-L+StopWordRemoval,FNS31424,31424.TXT,0.30657,0.29011,0.29811,3

ROUGE-1+StopWordRemoval,FNS31424,31424.TXT,0.47024,0.40563,0.43555,3

ROUGE-2+StopWordRemoval,FNS31424,31424.TXT,0.23484,0.18263,0.20547,3

ROUGE-SU4+StopWordRemoval,FNS31424,31424.TXT,0.34673,0.23455,0.27981,3

ROUGE-L+StopWordRemoval,FNS31546,31546.TXT,0.31474,0.13036,0.18436,4

ROUGE-1+StopWordRemoval,FNS31546,31546.TXT,0.34601,0.14926,0.20855,4

ROUGE-2+StopWordRemoval,FNS31546,31546.TXT,0.15249,0.04545,0.07003,4

ROUGE-SU4+StopWordRemoval,FNS31546,31546.TXT,0.23869,0.06624,0.10370,4

ROUGE-L+StopWordRemoval,FNS32071,32071.TXT,0.38471,0.26639,0.31480,4

ROUGE-1+StopWordRemoval,FNS32071,32071.TXT,0.45748,0.28181,0.34877,4

ROUGE-2+StopWordRemoval,FNS32071,32071.TXT,0.18340,0.09742,0.12724,4

ROUGE-SU4+StopWordRemoval,FNS32071,32071.TXT,0.27409,0.12194,0.16879,4

ROUGE-L+StopWordRemoval,FNS32072,32072.TXT,0.30289,0.17751,0.22384,3

ROUGE-1+StopWordRemoval,FNS32072,32072.TXT,0.43502,0.26205,0.32707,3

ROUGE-2+StopWordRemoval,FNS32072,32072.TXT,0.21131,0.11002,0.14470,3

ROUGE-SU4+StopWordRemoval,FNS32072,32072.TXT,0.25691,0.13223,0.17460,3

ROUGE-L+StopWordRemoval,FNS32074,32074.TXT,0.27423,0.15507,0.19811,4

ROUGE-1+StopWordRemoval,FNS32074,32074.TXT,0.33910,0.15183,0.20974,4

ROUGE-2+StopWordRemoval,FNS32074,32074.TXT,0.12257,0.05034,0.07137,4

ROUGE-SU4+StopWordRemoval,FNS32074,32074.TXT,0.22317,0.08019,0.11799,4

ROUGE-L+StopWordRemoval,FNS32196,32196.TXT,0.34466,0.20464,0.25680,3

ROUGE-1+StopWordRemoval,FNS32196,32196.TXT,0.42905,0.24294,0.31022,3

ROUGE-2+StopWordRemoval,FNS32196,32196.TXT,0.22465,0.11186,0.14935,3

ROUGE-SU4+StopWordRemoval,FNS32196,32196.TXT,0.29961,0.13474,0.18589,3

ROUGE-L+StopWordRemoval,FNS32197,32197.TXT,0.42702,0.12798,0.19694,3

ROUGE-1+StopWordRemoval,FNS32197,32197.TXT,0.52815,0.11526,0.18922,3

ROUGE-2+StopWordRemoval,FNS32197,32197.TXT,0.32806,0.04778,0.08340,3

ROUGE-SU4+StopWordRemoval,FNS32197,32197.TXT,0.42447,0.06454,0.11205,3

ROUGE-L+StopWordRemoval,FNS31306,31306.TXT,0.34171,0.16667,0.22405,3

ROUGE-1+StopWordRemoval,FNS31306,31306.TXT,0.43123,0.22655,0.29704,3

ROUGE-2+StopWordRemoval,FNS31306,31306.TXT,0.18708,0.09427,0.12537,3

ROUGE-SU4+StopWordRemoval,FNS31306,31306.TXT,0.25922,0.13011,0.17326,3

ROUGE-L+StopWordRemoval,FNS32879,32879.TXT,0.30650,0.19802,0.24060,3

ROUGE-1+StopWordRemoval,FNS32879,32879.TXT,0.36781,0.22731,0.28098,3

ROUGE-2+StopWordRemoval,FNS32879,32879.TXT,0.13296,0.08631,0.10467,3

ROUGE-SU4+StopWordRemoval,FNS32879,32879.TXT,0.20808,0.12089,0.15293,3

ROUGE-L+StopWordRemoval,FNS31794,31794.TXT,0.59580,0.16018,0.25248,3

ROUGE-1+StopWordRemoval,FNS31794,31794.TXT,0.76173,0.11944,0.20650,3

ROUGE-2+StopWordRemoval,FNS31794,31794.TXT,0.36015,0.04683,0.08288,3

ROUGE-SU4+StopWordRemoval,FNS31794,31794.TXT,0.58971,0.07905,0.13941,3

ROUGE-L+StopWordRemoval,FNS32886,32886.TXT,0.25025,0.15045,0.18792,4

ROUGE-1+StopWordRemoval,FNS32886,32886.TXT,0.29920,0.18421,0.22803,4

ROUGE-2+StopWordRemoval,FNS32886,32886.TXT,0.09457,0.05299,0.06792,4

ROUGE-SU4+StopWordRemoval,FNS32886,32886.TXT,0.16582,0.08252,0.11020,4

ROUGE-L+StopWordRemoval,FNS31677,31677.TXT,0.21361,0.17150,0.19025,3

ROUGE-1+StopWordRemoval,FNS31677,31677.TXT,0.31511,0.17189,0.22244,3

ROUGE-2+StopWordRemoval,FNS31677,31677.TXT,0.12113,0.05285,0.07359,3

ROUGE-SU4+StopWordRemoval,FNS31677,31677.TXT,0.21761,0.07929,0.11623,3

ROUGE-L+StopWordRemoval,FNS31315,31315.TXT,0.21934,0.24528,0.23159,3

ROUGE-1+StopWordRemoval,FNS31315,31315.TXT,0.27765,0.31469,0.29502,3

ROUGE-2+StopWordRemoval,FNS31315,31315.TXT,0.08311,0.10772,0.09383,3

ROUGE-SU4+StopWordRemoval,FNS31315,31315.TXT,0.11729,0.14757,0.13070,3

ROUGE-L+StopWordRemoval,FNS31678,31678.TXT,0.32485,0.18428,0.23515,4

ROUGE-1+StopWordRemoval,FNS31678,31678.TXT,0.34664,0.23373,0.27920,4

ROUGE-2+StopWordRemoval,FNS31678,31678.TXT,0.15717,0.08070,0.10664,4

ROUGE-SU4+StopWordRemoval,FNS31678,31678.TXT,0.24961,0.12253,0.16437,4

ROUGE-L+StopWordRemoval,FNS31316,31316.TXT,0.27383,0.17545,0.21387,4

ROUGE-1+StopWordRemoval,FNS31316,31316.TXT,0.30298,0.22931,0.26105,4

ROUGE-2+StopWordRemoval,FNS31316,31316.TXT,0.10431,0.07662,0.08835,4

ROUGE-SU4+StopWordRemoval,FNS31316,31316.TXT,0.17406,0.11437,0.13804,4

ROUGE-L+StopWordRemoval,FNS33053,33053.TXT,0.30777,0.12621,0.17902,3

ROUGE-1+StopWordRemoval,FNS33053,33053.TXT,0.39989,0.19534,0.26246,3

ROUGE-2+StopWordRemoval,FNS33053,33053.TXT,0.18461,0.07709,0.10877,3

ROUGE-SU4+StopWordRemoval,FNS33053,33053.TXT,0.28155,0.10165,0.14937,3

ROUGE-L+StopWordRemoval,FNS33054,33054.TXT,0.28890,0.16883,0.21312,3

ROUGE-1+StopWordRemoval,FNS33054,33054.TXT,0.27467,0.21251,0.23963,3

ROUGE-2+StopWordRemoval,FNS33054,33054.TXT,0.07918,0.05745,0.06659,3

ROUGE-SU4+StopWordRemoval,FNS33054,33054.TXT,0.13889,0.09020,0.10937,3

ROUGE-L+StopWordRemoval,FNS33057,33057.TXT,0.47663,0.29360,0.36337,4

ROUGE-1+StopWordRemoval,FNS33057,33057.TXT,0.54067,0.32716,0.40765,4

ROUGE-2+StopWordRemoval,FNS33057,33057.TXT,0.36205,0.19621,0.25449,4

ROUGE-SU4+StopWordRemoval,FNS33057,33057.TXT,0.43150,0.21148,0.28385,4

ROUGE-L+StopWordRemoval,FNS30907,30907.TXT,0.24437,0.16702,0.19842,3

ROUGE-1+StopWordRemoval,FNS30907,30907.TXT,0.29717,0.20460,0.24234,3

ROUGE-2+StopWordRemoval,FNS30907,30907.TXT,0.08443,0.05063,0.06330,3

ROUGE-SU4+StopWordRemoval,FNS30907,30907.TXT,0.18594,0.09682,0.12734,3

ROUGE-L+StopWordRemoval,FNS32092,32092.TXT,0.35695,0.23405,0.28273,4

ROUGE-1+StopWordRemoval,FNS32092,32092.TXT,0.40491,0.25191,0.31059,4

ROUGE-2+StopWordRemoval,FNS32092,32092.TXT,0.16194,0.10624,0.12830,4

ROUGE-SU4+StopWordRemoval,FNS32092,32092.TXT,0.23853,0.13152,0.16955,4

ROUGE-L+StopWordRemoval,FNS32648,32648.TXT,0.23635,0.23153,0.23391,3

ROUGE-1+StopWordRemoval,FNS32648,32648.TXT,0.23078,0.25988,0.24447,3

ROUGE-2+StopWordRemoval,FNS32648,32648.TXT,0.06529,0.07483,0.06973,3

ROUGE-SU4+StopWordRemoval,FNS32648,32648.TXT,0.10472,0.12085,0.11220,3

ROUGE-L+StopWordRemoval,FNS30901,30901.TXT,0.25066,0.35724,0.29461,3

ROUGE-1+StopWordRemoval,FNS30901,30901.TXT,0.26146,0.40353,0.31732,3

ROUGE-2+StopWordRemoval,FNS30901,30901.TXT,0.10610,0.16312,0.12857,3

ROUGE-SU4+StopWordRemoval,FNS30901,30901.TXT,0.16097,0.22127,0.18636,3

ROUGE-L+StopWordRemoval,FNS31319,31319.TXT,0.29095,0.17231,0.21644,3

ROUGE-1+StopWordRemoval,FNS31319,31319.TXT,0.28449,0.20491,0.23823,3

ROUGE-2+StopWordRemoval,FNS31319,31319.TXT,0.11213,0.06860,0.08512,3

ROUGE-SU4+StopWordRemoval,FNS31319,31319.TXT,0.18176,0.10130,0.13009,3

ROUGE-L+StopWordRemoval,FNS32408,32408.TXT,0.32071,0.19345,0.24133,3

ROUGE-1+StopWordRemoval,FNS32408,32408.TXT,0.45927,0.16737,0.24534,3

ROUGE-2+StopWordRemoval,FNS32408,32408.TXT,0.24158,0.09032,0.13148,3

ROUGE-SU4+StopWordRemoval,FNS32408,32408.TXT,0.32615,0.10694,0.16106,3

ROUGE-L+StopWordRemoval,FNS30902,30902.TXT,0.30893,0.19618,0.23997,3

ROUGE-1+StopWordRemoval,FNS30902,30902.TXT,0.41869,0.17250,0.24434,3

ROUGE-2+StopWordRemoval,FNS30902,30902.TXT,0.15930,0.04963,0.07568,3

ROUGE-SU4+StopWordRemoval,FNS30902,30902.TXT,0.24841,0.07191,0.11154,3

ROUGE-L+StopWordRemoval,FNS30903,30903.TXT,0.26171,0.17456,0.20943,3

ROUGE-1+StopWordRemoval,FNS30903,30903.TXT,0.14941,0.17885,0.16281,3

ROUGE-2+StopWordRemoval,FNS30903,30903.TXT,0.03862,0.03577,0.03714,3

ROUGE-SU4+StopWordRemoval,FNS30903,30903.TXT,0.07094,0.06816,0.06952,3

ROUGE-L+StopWordRemoval,FNS30904,30904.TXT,0.34635,0.07981,0.12973,3

ROUGE-1+StopWordRemoval,FNS30904,30904.TXT,0.40964,0.10093,0.16195,3

ROUGE-2+StopWordRemoval,FNS30904,30904.TXT,0.24479,0.03518,0.06151,3

ROUGE-SU4+StopWordRemoval,FNS30904,30904.TXT,0.30737,0.04843,0.08368,3

ROUGE-L+StopWordRemoval,FNS30790,30790.TXT,0.26500,0.14659,0.18877,4

ROUGE-1+StopWordRemoval,FNS30790,30790.TXT,0.32966,0.17352,0.22736,4

ROUGE-2+StopWordRemoval,FNS30790,30790.TXT,0.12210,0.04524,0.06602,4

ROUGE-SU4+StopWordRemoval,FNS30790,30790.TXT,0.22221,0.07730,0.11470,4

ROUGE-L+StopWordRemoval,FNS32179,32179.TXT,0.30626,0.21466,0.25240,3

ROUGE-1+StopWordRemoval,FNS32179,32179.TXT,0.34796,0.25582,0.29486,3

ROUGE-2+StopWordRemoval,FNS32179,32179.TXT,0.14028,0.10392,0.11939,3

ROUGE-SU4+StopWordRemoval,FNS32179,32179.TXT,0.21099,0.13827,0.16706,3

ROUGE-L+StopWordRemoval,FNS33027,33027.TXT,0.24156,0.18811,0.21151,4

ROUGE-1+StopWordRemoval,FNS33027,33027.TXT,0.21146,0.22828,0.21955,4

ROUGE-2+StopWordRemoval,FNS33027,33027.TXT,0.04153,0.03450,0.03769,4

ROUGE-SU4+StopWordRemoval,FNS33027,33027.TXT,0.10433,0.08541,0.09393,4

ROUGE-L+StopWordRemoval,FNS32854,32854.TXT,0.26652,0.19239,0.22347,3

ROUGE-1+StopWordRemoval,FNS32854,32854.TXT,0.24900,0.22937,0.23878,3

ROUGE-2+StopWordRemoval,FNS32854,32854.TXT,0.08265,0.06158,0.07058,3

ROUGE-SU4+StopWordRemoval,FNS32854,32854.TXT,0.15164,0.10636,0.12503,3

ROUGE-L+StopWordRemoval,FNS33029,33029.TXT,0.26559,0.20616,0.23213,3

ROUGE-1+StopWordRemoval,FNS33029,33029.TXT,0.34692,0.23367,0.27925,3

ROUGE-2+StopWordRemoval,FNS33029,33029.TXT,0.14573,0.09033,0.11153,3

ROUGE-SU4+StopWordRemoval,FNS33029,33029.TXT,0.23966,0.12153,0.16128,3

ROUGE-L+StopWordRemoval,FNS31766,31766.TXT,0.31980,0.21404,0.25645,3

ROUGE-1+StopWordRemoval,FNS31766,31766.TXT,0.38436,0.19476,0.25852,3

ROUGE-2+StopWordRemoval,FNS31766,31766.TXT,0.14725,0.06166,0.08693,3

ROUGE-SU4+StopWordRemoval,FNS31766,31766.TXT,0.21568,0.08922,0.12622,3

ROUGE-L+StopWordRemoval,FNS32734,32734.TXT,0.49685,0.17491,0.25874,3

ROUGE-1+StopWordRemoval,FNS32734,32734.TXT,0.53466,0.18182,0.27136,3

ROUGE-2+StopWordRemoval,FNS32734,32734.TXT,0.28706,0.07206,0.11520,3

ROUGE-SU4+StopWordRemoval,FNS32734,32734.TXT,0.38420,0.09258,0.14921,3

ROUGE-L+StopWordRemoval,FNS31646,31646.TXT,0.33183,0.20360,0.25236,3

ROUGE-1+StopWordRemoval,FNS31646,31646.TXT,0.42247,0.13295,0.20225,3

ROUGE-2+StopWordRemoval,FNS31646,31646.TXT,0.21404,0.05745,0.09058,3

ROUGE-SU4+StopWordRemoval,FNS31646,31646.TXT,0.26237,0.06553,0.10487,3

ROUGE-L+StopWordRemoval,FNS32170,32170.TXT,0.27401,0.25260,0.26287,4

ROUGE-1+StopWordRemoval,FNS32170,32170.TXT,0.24249,0.33964,0.28296,4

ROUGE-2+StopWordRemoval,FNS32170,32170.TXT,0.10460,0.13375,0.11740,4

ROUGE-SU4+StopWordRemoval,FNS32170,32170.TXT,0.15534,0.17808,0.16594,4

ROUGE-L+StopWordRemoval,FNS32051,32051.TXT,0.22192,0.16357,0.18833,3

ROUGE-1+StopWordRemoval,FNS32051,32051.TXT,0.24493,0.20629,0.22396,3

ROUGE-2+StopWordRemoval,FNS32051,32051.TXT,0.04522,0.03630,0.04027,3

ROUGE-SU4+StopWordRemoval,FNS32051,32051.TXT,0.11006,0.08206,0.09402,3

ROUGE-L+StopWordRemoval,FNS30796,30796.TXT,0.34769,0.24361,0.28649,3

ROUGE-1+StopWordRemoval,FNS30796,30796.TXT,0.32409,0.26830,0.29357,3

ROUGE-2+StopWordRemoval,FNS30796,30796.TXT,0.09783,0.07282,0.08349,3

ROUGE-SU4+StopWordRemoval,FNS30796,30796.TXT,0.18048,0.12911,0.15053,3

ROUGE-L+StopWordRemoval,FNS30795,30795.TXT,0.30617,0.21039,0.24940,4

ROUGE-1+StopWordRemoval,FNS30795,30795.TXT,0.29546,0.26628,0.28011,4

ROUGE-2+StopWordRemoval,FNS30795,30795.TXT,0.16214,0.11229,0.13269,4

ROUGE-SU4+StopWordRemoval,FNS30795,30795.TXT,0.22339,0.15877,0.18562,4

ROUGE-L+StopWordRemoval,FNS32176,32176.TXT,0.26410,0.21865,0.23923,3

ROUGE-1+StopWordRemoval,FNS32176,32176.TXT,0.33332,0.27498,0.30135,3

ROUGE-2+StopWordRemoval,FNS32176,32176.TXT,0.11499,0.08991,0.10091,3

ROUGE-SU4+StopWordRemoval,FNS32176,32176.TXT,0.19534,0.14306,0.16516,3

ROUGE-L+StopWordRemoval,FNS32177,32177.TXT,0.29319,0.15517,0.20294,4

ROUGE-1+StopWordRemoval,FNS32177,32177.TXT,0.38675,0.23445,0.29193,4

ROUGE-2+StopWordRemoval,FNS32177,32177.TXT,0.17114,0.07934,0.10841,4

ROUGE-SU4+StopWordRemoval,FNS32177,32177.TXT,0.26101,0.11146,0.15621,4

ROUGE-L+StopWordRemoval,FNS32180,32180.TXT,0.34311,0.25193,0.29054,4

ROUGE-1+StopWordRemoval,FNS32180,32180.TXT,0.39298,0.31579,0.35018,4

ROUGE-2+StopWordRemoval,FNS32180,32180.TXT,0.14873,0.10861,0.12554,4

ROUGE-SU4+StopWordRemoval,FNS32180,32180.TXT,0.25440,0.15370,0.19163,4

ROUGE-L+StopWordRemoval,FNS31889,31889.TXT,0.30674,0.25474,0.27833,4

ROUGE-1+StopWordRemoval,FNS31889,31889.TXT,0.36155,0.18180,0.24194,4

ROUGE-2+StopWordRemoval,FNS31889,31889.TXT,0.15709,0.07925,0.10535,4

ROUGE-SU4+StopWordRemoval,FNS31889,31889.TXT,0.21549,0.10027,0.13686,4

ROUGE-L+StopWordRemoval,FNS31648,31648.TXT,0.23010,0.22905,0.22957,4

ROUGE-1+StopWordRemoval,FNS31648,31648.TXT,0.20950,0.27709,0.23860,4

ROUGE-2+StopWordRemoval,FNS31648,31648.TXT,0.07326,0.08932,0.08050,4

ROUGE-SU4+StopWordRemoval,FNS31648,31648.TXT,0.11896,0.13080,0.12460,4

ROUGE-L+StopWordRemoval,FNS31769,31769.TXT,0.25950,0.13501,0.17761,4

ROUGE-1+StopWordRemoval,FNS31769,31769.TXT,0.34962,0.13295,0.19265,4

ROUGE-2+StopWordRemoval,FNS31769,31769.TXT,0.15270,0.04535,0.06993,4

ROUGE-SU4+StopWordRemoval,FNS31769,31769.TXT,0.21973,0.05582,0.08902,4

ROUGE-L+StopWordRemoval,FNS32616,32616.TXT,0.25914,0.26308,0.26109,4

ROUGE-1+StopWordRemoval,FNS32616,32616.TXT,0.21665,0.29620,0.25026,4

ROUGE-2+StopWordRemoval,FNS32616,32616.TXT,0.06590,0.07469,0.07002,4

ROUGE-SU4+StopWordRemoval,FNS32616,32616.TXT,0.12128,0.11122,0.11603,4

ROUGE-L+StopWordRemoval,FNS32859,32859.TXT,0.24266,0.20868,0.22439,3

ROUGE-1+StopWordRemoval,FNS32859,32859.TXT,0.29039,0.25900,0.27380,3

ROUGE-2+StopWordRemoval,FNS32859,32859.TXT,0.08065,0.05787,0.06738,3

ROUGE-SU4+StopWordRemoval,FNS32859,32859.TXT,0.17312,0.11265,0.13649,3

ROUGE-L+StopWordRemoval,FNS31650,31650.TXT,0.23159,0.13782,0.17281,3

ROUGE-1+StopWordRemoval,FNS31650,31650.TXT,0.32940,0.17854,0.23157,3

ROUGE-2+StopWordRemoval,FNS31650,31650.TXT,0.14015,0.06101,0.08501,3

ROUGE-SU4+StopWordRemoval,FNS31650,31650.TXT,0.21939,0.08822,0.12583,3

ROUGE-L+StopWordRemoval,FNS33037,33037.TXT,0.29776,0.16966,0.21616,3

ROUGE-1+StopWordRemoval,FNS33037,33037.TXT,0.31097,0.22413,0.26050,3

ROUGE-2+StopWordRemoval,FNS33037,33037.TXT,0.10924,0.07071,0.08585,3

ROUGE-SU4+StopWordRemoval,FNS33037,33037.TXT,0.17342,0.10949,0.13423,3

ROUGE-L+StopWordRemoval,FNS33036,33036.TXT,0.41744,0.13906,0.20863,3

ROUGE-1+StopWordRemoval,FNS33036,33036.TXT,0.52328,0.10012,0.16808,3

ROUGE-2+StopWordRemoval,FNS33036,33036.TXT,0.32826,0.05504,0.09427,3

ROUGE-SU4+StopWordRemoval,FNS33036,33036.TXT,0.39776,0.06348,0.10948,3

ROUGE-L+StopWordRemoval,FNS33039,33039.TXT,0.26012,0.21942,0.23804,3

ROUGE-1+StopWordRemoval,FNS33039,33039.TXT,0.35031,0.18857,0.24517,3

ROUGE-2+StopWordRemoval,FNS33039,33039.TXT,0.17805,0.07984,0.11024,3

ROUGE-SU4+StopWordRemoval,FNS33039,33039.TXT,0.25503,0.10393,0.14768,3

ROUGE-L+StopWordRemoval,FNS33038,33038.TXT,0.29776,0.21128,0.24718,3

ROUGE-1+StopWordRemoval,FNS33038,33038.TXT,0.36912,0.25940,0.30468,3

ROUGE-2+StopWordRemoval,FNS33038,33038.TXT,0.15762,0.09976,0.12219,3

ROUGE-SU4+StopWordRemoval,FNS33038,33038.TXT,0.23014,0.14022,0.17426,3

ROUGE-L+StopWordRemoval,FNS31654,31654.TXT,0.39415,0.12591,0.19085,4

